Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.815136628648496,144.95343800546664
-37.81401396042802,144.9540100334963
-37.8134564675944,144.9555417324682
-37.81474550070056,144.95473625518656
-37.815885936841674,144.95427548907665
-37.81731740623385,144.95513560266176
-37.81839595908941,144.9556616480379
-37.81896132302328,144.9543918198518
-37.81896132302328,144.9543918198518
-37.82007468081611,144.95586929554537
-37.82007468081611,144.95586929554537
-37.81865779689055,144.95665468713017
-37.81775001490379,144.95709744198842
-37.81885336369072,144.9575432238346
-37.81885336369072,144.9575432238346
-37.8179647521367,144.95828885746184
-37.81686891380333,144.95860308404747
-37.81598161254967,144.96027185499798
-37.81598161254967,144.96027185499798
-37.81432713552461,144.96056358393648
-37.81432713552461,144.96056358393648
-37.81432713552461,144.96056358393648
-37.81432713552461,144.96056358393648
-37.814695027539145,144.95949514794606
-37.81530513250376,144.95812482975958
-37.814905458337826,144.9595186592187
-37.814905458337826,144.9595186592187
-37.81569608709774,144.95857642455366
-37.81712859020637,144.95977843738376
-37.81712859020637,144.95977843738376
-37.81549028611779,144.96092559025647
-37.81549028611779,144.96092559025647
-37.81612154056917,144.9596313268298
-37.81606868125336,144.9606399426599
-37.81606868125336,144.9606399426599
-37.81606868125336,144.9606399426599
-37.81606868125336,144.9606399426599
-37.81606868125336,144.9606399426599
-37.81606868125336,144.9606399426599
-37.81606868125336,144.9606399426599
-37.81725973373268,144.95931714487054
-37.81725973373268,144.95931714487054
-37.81725973373268,144.95931714487054
-37.815522271010515,144.96020242634503
-37.81645964030685,144.95864238185774
-37.817680442660695,144.95829232241584
-37.817680442660695,144.95829232241584
-37.817680442660695,144.95829232241584
-37.817680442660695,144.95829232241584
-37.817680442660695,144.95829232241584
-37.81668641917612,144.9599466553062
-37.81668641917612,144.9599466553062
-37.81668641917612,144.9599466553062
-37.81668641917612,144.9599466553062
-37.81583923407508,144.96070946419744
-37.81399767465263,144.96113462169015
-37.815396842029884,144.96054071037486
-37.81683935540675,144.95960393123462
-37.81683935540675,144.95960393123462
-37.81683935540675,144.95960393123462
-37.81683935540675,144.95960393123462
-37.81683935540675,144.95960393123462
-37.81795632558548,144.9586329638717
-37.81795632558548,144.9586329638717
-37.81837023552547,144.9568401229525
-37.817211915449,144.95706527756707
-37.81782398357938,144.9588428524892
-37.81782398357938,144.9588428524892
-37.81782398357938,144.9588428524892
-37.81860898357938,144.95748319260525
-37.817846726903355,144.95814581222453
-37.817846726903355,144.95814581222453
-37.817846726903355,144.95814581222453
-37.81937212072754,144.9569963455303
-37.81937212072754,144.9569963455303
-37.81837875925779,144.9580250014448
-37.81837875925779,144.9580250014448
-37.81837875925779,144.9580250014448
-37.81837875925779,144.9580250014448
-37.81837875925779,144.9580250014448
-37.81720683803171,144.95823164277624
-37.81886069704429,144.957629687324
-37.81886069704429,144.957629687324
-37.81886069704429,144.957629687324
-37.81886069704429,144.957629687324
-37.81886069704429,144.957629687324
-37.81886069704429,144.957629687324
-37.81886069704429,144.957629687324
-37.81886069704429,144.957629687324
-37.81782062661114,144.95798781229388
-37.81906406014947,144.9569808996682
-37.81989325616597,144.95599270233657
-37.81989325616597,144.95599270233657
-37.820352307263754,144.95465952114498
-37.820352307263754,144.95465952114498
-37.820352307263754,144.95465952114498
