Latitude,Longitude
-37.8175267,144.9568159
-37.8168685,144.957645
-37.8164697,144.958418
-37.8161565,144.95919
-37.815756,144.9601498
-37.8150886,144.9597908
-37.814393,144.9609492
-37.8140914,144.9617633
-37.8135992,144.9626426
-37.8128679,144.9635244
-37.8125119,144.9645329
-37.8123594,144.9654556
-37.8124883,144.9658408
-37.8128001,144.9663783
-37.8130374,144.9663783
-37.8131561,144.9657989
-37.8133087,144.9653054
-37.8134612,144.9648763
-37.8135121,144.9645329
-37.8126476,144.9651767
-37.8131053,144.9633098
-37.8138003,144.9631167
-37.8141926,144.9630289
-37.8144807,144.963222
-37.8144807,144.963222
-37.8147665,144.9631811
-37.8148513,144.9636103
-37.8151395,144.9635459
-37.8152751,144.9637605
-37.8158853,144.9637819
-37.8164277,144.9640394
-37.8161396,144.964769
-37.8158514,144.9653054
-37.8157328,144.9659277
-37.8154276,144.9666787
-37.815309,144.9674297
-37.8150716,144.9682237
-37.8148852,144.9686743
-37.8146479,144.9693824
-37.814358,144.9700759
-37.8141224,144.9707557
-37.8141732,144.9711634
-37.8136308,144.9712706
-37.8129584,144.9710928
-37.8125967,144.9707127
-37.8118847,144.9703694
-37.8111219,144.9701548
-37.8105455,144.9696613
-37.8100878,144.9697471
-37.8095622,144.9694467
-37.8091045,144.969039
-37.8083925,144.9688459
-37.8083852,144.9682729
-37.8084615,144.9679188
-37.8085377,144.967597
-37.8085208,144.9673502
-37.8086225,144.967082
-37.8086988,144.9668245
-37.8087158,144.9664704
-37.8088514,144.9663631
-37.8090039,144.9664061
-37.8090887,144.966449
-37.8093261,144.9665455
-37.8094447,144.9666421
-37.8097329,144.9666314
-37.8098855,144.9667708
-37.8099872,144.9662773
-37.8100211,144.9660306
-37.8101059,144.9657301
-37.810233,144.9655478
-37.8102839,144.965301
-37.8103771,144.9650435
-37.8104195,144.9648933
-37.8105044,144.9647085
-37.8105127,144.9645822
-37.8105297,144.9644212
-37.810428,144.9642067
-37.810072,144.9639599
-37.8097753,144.9639062
-37.809538,144.9637346
-37.809699,144.9635093
-37.8097923,144.9633162
-37.8098685,144.9631123
-37.8098262,144.9629299
-37.8099618,144.9627475
-37.8099872,144.962533
-37.8100635,144.9623076
-37.8100804,144.9621145
-37.8101991,144.962018
-37.8101737,144.9617497
-37.8102839,144.9615566
-37.8103771,144.9614064
-37.8103602,144.9611918
-37.8104619,144.9609665
-37.8105297,144.9609236
-37.8105636,144.9606661
-37.8105297,144.9604516
-37.8105975,144.9600975
-37.8107162,144.9598937
-37.8108779,144.9596726
