Latitude,Longitude
-37.8096435,144.9636521 
-37.8099147,144.9639311 
-37.810072,144.9639599 
-37.8102199,144.9640598 
-37.8106606,144.9641027 
-37.8110166,144.9643817 
-37.8113785,144.9645738 
-37.8114744,144.9642529 
-37.8117964,144.9639955 
-37.8121075,144.9631147 
-37.811949,144.9638882 
-37.811582,144.9646811 
-37.8115083,144.9650683 
-37.8113218,144.9656477 
-37.8113218,144.9660768 
-37.810898,144.966506 
-37.8109658,144.9670639 
-37.8113726,144.9672141 
-37.8116608,144.9675574 
-37.8118812,144.9677016 
-37.8120677,144.967766 
-37.8123389,144.9678733 
-37.8125593,144.9680939 
-37.8128644,144.9683025 
-37.8130848,144.968045 
-37.8131357,144.9681797 
-37.8131357,144.9681797 
-37.8133052,144.9682655 
-37.8135465,144.9682907 
-37.8138476,144.9684312 
-37.8139832,144.9689247 
-37.8143562,144.9687101 
-37.8143901,144.9690106 
-37.8145257,144.9689736 
-37.8147122,144.9689033 
-37.8150716,144.9682237 
-37.8150886,144.9678395 
-37.815309,144.9674297 
-37.8154107,144.9669169 
-37.8154276,144.9666787 
-37.8148478,144.9663927 
-37.8143731,144.9659207 
-37.8136781,144.9657061 
-37.8130509,144.9655988 
-37.8125423,144.9650623 
-37.8128305,144.9646117 
-37.8127966,144.9640753 
-37.8130848,144.9635818 
-37.8132204,144.9633243 
-37.8133899,144.962702 
-37.8126838,144.9623208 
-37.812492,144.9618052 
-37.8118648,144.9615906 
-37.8113726,144.9615707 
-37.8108307,144.9616979 
-37.8105934,144.9613331 
-37.8105636,144.9606661 
-37.8106951,144.9602602 
-37.8107162,144.9598937 
-37.8108779,144.9596726 
-37.810746,144.9594878 
-37.8109155,144.9591444 
-37.811102,144.9589728 
-37.8114071,144.9590586 
-37.8117462,144.9591015 
-37.8120054,144.9591334 
-37.8120054,144.9591334 
-37.8122088,144.9591119 
-37.81248,144.9594338 
-37.8128191,144.9596269 
-37.812836,144.9599702 
-37.8128191,144.9596269 
-37.8130394,144.9596269 
-37.8131242,144.9591119 
-37.8133446,144.9584682 
-37.8137348,144.9577267 
-37.813531,144.9573095 
-37.8130225,144.9570305 
-37.8123444,144.9567087 
-37.8118867,144.9563868 
-37.8119206,144.9557431 
-37.8121918,144.9555499 
-37.8121918,144.9551208 
-37.8123614,144.9549491 
-37.8124122,144.9542839 
-37.812836,144.9545843 
-37.8136681,144.9548633 
-37.8140904,144.9549491 
-37.8142939,144.9551422 
-37.8144634,144.9553139 
-37.814582,144.9556572 
-37.8148194,144.9551637 
-37.8147177,144.9558718 
-37.8149211,144.9554427 
-37.8150736,144.9556787 
-37.8149511,144.9560969 
-37.8152901,144.9556358 
-37.8152731,144.9564297 
-37.8154257,144.9565585 
-37.8150189,144.9571378 
